Race No,Event Name,Race Type,Position,Lane Number,Club Code,Club Name,Crew List
96,Women's Junior 18 Quad Sculls,Final,3,4,LTU,Latymer Upper,"Madeline Lloyd, Mia Thomas, Georgina Seal, Phoebe Ransom"
96,Women's Junior 18 Quad Sculls,Final,4,2,CNN,Cambridge 99/ Isle of Ely RC/ ...,"Rebecca Garrett (KSE), Freya Dingwall (IEL), Olivia Morgan (CNN), Holly Lancaster (KSE)"
96,Women's Junior 18 Quad Sculls,Final,5,6,GLB,Globe RC,"Nomeda Laukyte, Siobhan Samuel, Leila Bernstein, Julia Olawumi"
96,Women's Junior 18 Quad Sculls,Final,6,7,SPG,St Paul's Girls,"Helen Elizabeth Kirkpatrick, Lara Emma Catherine Valt, Nicola kate Lawless, Aurelia Cowan"
97,Women's Eights Championship,Final,1,4,MBC,Molesey BC,"Emma McDonald, Caitlin Boyland, Gabby Rodriguez, Elo Luik, Lucy Primmer, Ruth Whyman, Rebecca Edwards, Katie Bartlett, [Cox] Morgan Baynham-Williams"
97,Women's Eights Championship,Final,2,5,NEW (B),Newcastle Univ,"Phoebe Truett, Sundee Denton-Chandler, Anna Van de Braak, Charlotte Dobson, Leanne Knight, Kate Woolley, Kathryn Eccles, Lucy Stanhope, [Cox] Charlotte Hill"
97,Women's Eights Championship,Final,3,3,TSS (B),Tideway Sc Sch,"Holly Smith, Catherine O'Riordan, Kate Thorne, Alicia Keith, Ellenor Peebles, Cecilia Ricks, Sally Trump, Katie Potter, [Cox] Sophie Shapter"
97,Women's Eights Championship,Final,4,2,DUB (A),Durham Univ,"Francesca Quinn, Maya Nickituk, Megan Lillington, Kate Lillington, Amy Polglase, Ellen Roberts, Lucinda Ellaway-Bell, Helena Louise Lang, [Cox] Abigail Riley"
97,Women's Eights Championship,Final,5,6,ZCR,Commercial RC,"Martina Bracken, Edel Gary, Gill Crowe, Gillian Hosford, Naomi Fearon, Hazel O'Neill, Sinead Dolan, Ruth Morris, [Cox] niamh williams"
97,Women's Eights Championship,Final,5,7,NEW (A),Newcastle Univ,"Fiona Chestnutt, Harriet Aubrook, Lydia Davis, Frances Russell, Katherine Bulmer, Leah Kindleyside, Harriet Roddy, Rachel Webb, [Cox] Sophie Bury"
98,Quad Sculls Championship,Final,1,4,EHU,Edinburgh Univ,"James Temple, Josh Armstrong, Matthew Curtis, Gavin Horsburgh"
98,Quad Sculls Championship,Final,2,5,AGE/ CLD/ NRC/ TEE,Agecroft RC/ Clydesdale ARC/ N...,"Cameron Harrison (TEE), Matthew Haywood (NRC), Jake Brown (AGE), Jack Burns (CLD)"
98,Quad Sculls Championship,Final,3,6,ZCD/ ZFS/ ZUC,University Coll Dublin RC/ Ski...,"Jake McCarthy (ZFS), Shane O'Connell (ZCD), Andrew Goff (ZCD), Stephen O'Connor (ZUC)"
98,Quad Sculls Championship,Final,4,3,IMP/ MBC (B),Imperial Coll/ Molesey BC,"Adam Freeman-Pask (IMP), Berend van Wachem (IMP), Tom Solesbury (MBC), Tom Middleton (MBC)"
98,Quad Sculls Championship,Final,5,2,AKN/ DAT/ UTC,Auriol Ken/ Dart Totnes ARC/ U...,"Elliot Barton (DAT), W Hugh MacKworth-Praed (AKN), Adam Rennie (UTC), Thomas Carter (UTC)"
99,Eights Tier 5,Final,1,4,BAU,Bath Univ,"Henry Jones, Charlie Parker, Ben Pickford, Matthew Moore, Matthew Horsford, Marcus Lewis, William England, Thomas Bowles, [Cox] Daniel Baillache"
99,Eights Tier 5,Final,2,5,UWE,W England Univ,"Aghaude Amadi, Edward Dean, Benjamin Stafford, Will Lord, Liam Hopkins, Robert Bonham, Andrew Heath, Tim Waller, [Cox] Freya Jennings"
99,Eights Tier 5,Final,3,3,NTU,Nottm Trent,"Callum Donington, James Beagles, Adam Swain, Guy Woolford, Yiana Shakespeare, Edd Maryon, Samuel Geller, Edward Stracey, [Cox] Joe Elliott"
99,Eights Tier 5,Final,4,2,LEE (B),Leeds RC,"Andrew Walker, Mark Tarrant, Lewis Marston, Conor Vincent, James Tipper, Daniel Humphrey, Vasileios Athanasiadis, Theodosios Travlos, [Cox] Jasmine Jones"
99,Eights Tier 5,Final,5,6,NOR (B),Norwich RC,"Oliver Roe, Ed English, Oli Tyler, Carey Pearson, Carl Shiplee, Jake Kattenhorn Black, Toby Trett, Oliver Negus, [Cox] Darwin Columbus Friend"
99,Eights Tier 5,Final,6,7,CCS,Claires Court,"Alex Jackson, Ben Broadhead, Alexander Getley, Raamie Falck Award, Oliver Hill, Toby Yate, Adam Fairley, Ben Forster, [Cox] Charles Nash"
100,Coxed Fours Tier 2,Final,1,4,ZNU (A),NUI Galway BC,"Brion O'Rourke, Eoghan Whittle, Jack Bennett, Oisin Nolan, [Cox] Cathal McNamara"
100,Coxed Fours Tier 2,Final,2,5,TRC (A),Thames RC,"Thomas Foad, Marc Cox, Thomas Portsmouth, Zack Youell, [Cox] Lesley Vowles"
100,Coxed Fours Tier 2,Final,3,3,USU,Surrey Univ,"Jonas Butvilas, Alex Law, Harry Grassom, Andrew Stevenson, [Cox] Tsolo Swan"
100,Coxed Fours Tier 2,Final,4,7,MBC (B),Molesey BC,"Andy Warren, Rhys Westall, Kenneth Gray, Andrew Turner, [Cox] Jonna de Vries"
100,Coxed Fours Tier 2,Final,5,6,KRC (A),Kingston GS/ Kingston RC,"Cameron Spurling, Hal Bedford-Payne, Andrew Bedford, George Fellows, [Cox] Adele Hing"
100,Coxed Fours Tier 2,Final,6,2,ULO,London Univ,"Matthew Denley, Andrew Holm, Frederick Smart, Archie Hilder, [Cox] Megan Neville"
101,Single Sculls Championship,Final,1,4,MBC,Molesey BC,Dave Bell
101,Single Sculls Championship,Final,2,5,BAU,Bath Univ,Nick Bell
101,Single Sculls Championship,Final,3,2,ZSN,Shandon BC,Ronan Byrne
101,Single Sculls Championship,Final,4,7,ARM,Army RC,Stephen Cox
101,Single Sculls Championship,Final,5,3,ZDJ,Castleconnell Boat Club,Fionnan Crowley
101,Single Sculls Championship,Final,6,6,ZSN,Shandon BC,Dan Begley
102,Coxless Pairs Championship,Final,1,5,MBC,Molesey BC,"George Stewart, Alastair Douglass"
102,Coxless Pairs Championship,Final,2,2,IMP (B),Imperial Coll,"A Ball, Edward Bentley"
102,Coxless Pairs Championship,Final,3,3,ZUC (A),University Coll Cork RC,"Steven Murphy, David Synnott"
102,Coxless Pairs Championship,Final,4,6,IMP (A),Imperial Coll,"Jonathan Edwards, Alister Fraser"
102,Coxless Pairs Championship,Final,5,4,HEN,Henley RC,"Michael Nagi, David Lambourn"
102,Coxless Pairs Championship,Final,6,7,IMP (D),Imperial Coll,"Luke Whiting, James Harrison"
103,Women's Quad Sculls Championship,Final,1,1,TSS (B),Tideway Sc Sch,"Amelia Carlton, Olivia Uguz, Georgina Grandfield, Francesca Rawlins"
103,Women's Quad Sculls Championship,Final,2,6,SAA/ WRC,Star & Arrow/ Wallingford RC,"Saskia Devereux (SAA), Emma Lister (SAA), Kesiah Roe (SAA), Pippa Birch (WRC)"
103,Women's Quad Sculls Championship,Final,3,4,NRC,Nottingham RC,"Annie Campbell-Orde, Kerryn Meston, Kate Parsons, Jenna Draycott"
103,Women's Quad Sculls Championship,Final,4,2,ULO,London Univ,"Lottie Bruce, Fionnuala Gannon, Emma Reiser, Harriet Orr"
103,Women's Quad Sculls Championship,Final,5,3,LTU,Latymer Upper,"Carter Nelson, Mia Andersen, Darla Matthews, Olivia Von Stauffenberg"
103,Women's Quad Sculls Championship,Final,6,5,MAA (B),Mortlake AA,"Claire Brown, Sophie Piper, Jade Robertson, Amy Hudson"
104,Coxless Pairs Tier 3,Final,1,3,DUB (A),Durham Univ,"Danylo Gorenkin, Oscar Lindsay"
104,Coxless Pairs Tier 3,Final,2,1,ZCK,Cork BC,"Barry Connolly, Barry O'Flynn"
104,Coxless Pairs Tier 3,Final,3,5,DUB (C),Durham Univ,"Chris Rimmer, Joseph Johansen"
104,Coxless Pairs Tier 3,Final,4,4,REX (B),Rex BC,"George Middlehurst, Patrick Hanratty"
104,Coxless Pairs Tier 3,Final,5,6,PTR (B),Putney Town,"Henry Gill, Alistair Blair"
105,Women's Coxed Fours Tier 4,Final,1,5,ZNU (A),NUI Galway BC,"Aisling Nolan, Ailbhe Griffin, Sorcha O'Donnell, Siuan Mannion, [Cox] Johanna Walsh"
105,Women's Coxed Fours Tier 4,Final,2,2,LEE (B),Leeds RC,"Jessica Brush, Charlotte Milligan, Ella Sadler-Andrews, Emily Holt, [Cox] Harin Wijayathunga"
105,Women's Coxed Fours Tier 4,Final,3,3,ZDT (C),Dublin U Ladies,"Susie O' Neill, Ellen Clohessy, Maria Kennedy, Aine Kennedy, [Cox] Aoife Reid"
105,Women's Coxed Fours Tier 4,Final,4,4,USU,Surrey Univ,"Holly Stemp, Anika Piezka, Megan Pearson, Hariette Case, [Cox] Joanna Walker"
105,Women's Coxed Fours Tier 4,Final,5,6,BAU,Bath Univ,"Kimberley Ertl, Zara Mulholland, Ella Shilliday, Hannah Slater, [Cox] Ella Flanagan"
105,Women's Coxed Fours Tier 4,Final,6,7,GLT (B),Godolphin Lat,"Libby Bryant, Madeleine Macbeth, Emily Gustafsson, Madeline Grussing, [Cox] Tazeena Thorowgood"
106,Women's Eights Tier 3,Final,1,4,ZDT (A),Dublin U Ladies,"Nora Fisher, Sarah Kelly, Aoife Corcoran, Caoimhe Dempsey, Aoife Byrne, Gemma Foley, Laura Walsh, Sarah Higgins, [Cox] Aoife Reid"
106,Women's Eights Tier 3,Final,2,5,ZGY,Galway RC,"Ruth Elwood, Kellie-Ann Folan, Isabella McDonald, Roisin Cahill, Kellie Wade, Amy Sims, Claire Elwood, Fiona Murtagh, [Cox] Sarah Lynch"
106,Women's Eights Tier 3,Final,3,3,EXU,Exeter Univ,"Sophie Ackert, Julia Bradley, Ella Armstrong, Arabella Weetch, Emily Batchelor, Caitlin Kickham, Samantha Over, Sophie Taylor, [Cox] Sophie Wrixon"
106,Women's Eights Tier 3,Final,4,7,NUN,Nottm & Union,"Jasmine Michalowska, Clodagh Gallagher, Amy Fenoulhet, Alice Williams, Mary Bryant Jeans, Heather Lund, Hannah Walker, Isobel Pullinger, [Cox] Laura Stops"
106,Women's Eights Tier 3,Final,5,6,DUB (B),Durham Univ,"Samantha Bousfield, Anna Thomas, Emma Cramp, Anna van der Star, Alicia Schwarzenbach, Eva Siwiak-Jaszek, Megan Connolly, Harriet Watson, [Cox] Zoe Evans"
106,Women's Eights Tier 3,Final,6,2,CBR (B),Bristol City,"Emma Greenhow, Rebecca Harnett, Jenna Randall Smith, ELLEN GRIST, Annabel Young, Eimear McGeehan, Andreea Paraschivescu, Rosie Oates, [Cox] Paddy Davison"
107,Double Sculls Tier 2,Final,1,3,UBI,Birmingham Univ,"William White, Peter Purcell-Gilpin"
107,Double Sculls Tier 2,Final,2,6,ZSN (A),Shandon BC,"Stephen O'Sullivan, Colm Hennessy"
107,Double Sculls Tier 2,Final,3,1,BAU/ MIN,Bath Univ/ Minerva Bath RC,"Thomas Mapp (BAU), Jens Hullah (MIN)"
107,Double Sculls Tier 2,Final,4,5,BRX,Broxbourne RC,"Ryan Cheale, Matthew Day"
107,Double Sculls Tier 2,Final,5,2,CAB,Cantabrigian RC,"Hannes Burfeind, James Adams"
107,Double Sculls Tier 2,Final,6,7,ZCK,Cork BC,"Ryan Povey, Cian O'Sullivan"
108,Women's Coxless Fours Tier 2,Final,1,4,NEW,Newcastle Univ,"Megan Barry, Lola Anderson, Emily Ford, Nicole Lamb"
108,Women's Coxless Fours Tier 2,Final,2,2,WRR,Worcester RC,"Catherine Jackson, Eloise Foulds, Elizabeth Johnston, Caroline Sheppard"
108,Women's Coxless Fours Tier 2,Final,3,5,QBC/ TSS,Quintin BC/ Tideway Sc Sch,"Rebekah Edgar (QBC), Kate Grose (TSS), Judith Schulz (TSS), Caroline Matthews (TSS)"
108,Women's Coxless Fours Tier 2,Final,4,3,EXU,Exeter Univ,"Kristina Stone, Eleanor Hayes, Julia James, Amy Louise Ward"
108,Women's Coxless Fours Tier 2,Final,5,6,CFU,Cardiff Univ,"Georgie Haynes, Ella Tepper, Olivia Howe, Bridget Lapage"
108,Women's Coxless Fours Tier 2,Final,6,7,CUR,Curlew RC,"Gemma Barker, Anna Palsdottir, Sophie Leonard, Charlotte Waghorne"
109,Women's Single Sculls Tier 5,Final,1,2,EXU,Exeter Univ,Alex Flynn
109,Women's Single Sculls Tier 5,Final,2,5,IEL,Isle of Ely RC,Imogen Magner
109,Women's Single Sculls Tier 5,Final,3,6,WRU,Worcester Univ,Amy Freeman
109,Women's Single Sculls Tier 5,Final,4,3,TUN,Taunton RC,Amy Hallett
109,Women's Single Sculls Tier 5,Final,5,4,NEW,Newcastle Univ,Lina Larsson
109,Women's Single Sculls Tier 5,Final,6,1,NEW,Newcastle Univ,Sophie Adams
110,Women's Double Sculls Tier 2,Final,1,3,WRR/ WRU,Worcester RC/ Worcester Univ,"Katinka Ernst (WRU), Giedre Rakauskaite (WRR)"
110,Women's Double Sculls Tier 2,Final,2,1,TSS (B),Tideway Sc Sch,"Thea Adamson, Elizabeth Williams"
110,Women's Double Sculls Tier 2,Final,3,5,DUB,Durham Univ,"Naomi Doye, Emily Grant"
110,Women's Double Sculls Tier 2,Final,4,7,TYN (B),Tyne RC,"Laura Clack, Amy Bowman"
110,Women's Double Sculls Tier 2,Final,5,2,KRC/ TSS,Kingston RC/ Tideway Sc Sch,"Andrea Finn (KRC), Elaine Johnstone (TSS)"
110,Women's Double Sculls Tier 2,Final,6,6,CFC (A),Cardiff City RC,"Victoria Self, Carmen Bedford"
110,Women's Double Sculls Tier 2,Final,7,4,VRC (A),Vesta RC,"Abi Watson, Emily Robinson"
111,Quad Sculls Tier 3,Final,1,2,BUR,Burway RC/ Eton Coll,"Barry Gardener (BUR), Stephen Hermes (ETN), Jack Barrett (BUR), R Ellera (BUR)"
111,Quad Sculls Tier 3,Final,2,6,TSS,Tideway Sc Sch/ Tyrian Club,"Junayd Bell (TYR), Rory Bufacchi (TYR), Ertan Hazine (TYR), Charles Clarke (TSS)"
111,Quad Sculls Tier 3,Final,3,4,RDU (B),Reading Univ,"Ross Jones, Angus Abbott, Oliver Irwin, Daniel Adkin"
111,Quad Sculls Tier 3,Final,4,1,RDU (C),Reading Univ,"Christopher O'Bryan, Harvey Jacklin, Laurence O'Connor, Bryn Hassan"
111,Quad Sculls Tier 3,Final,5,7,RDG (B),Reading RC,"Richard Laney, Will Robinson, Nicholas Musson, Nick Brown"
111,Quad Sculls Tier 3,Final,6,5,HCS,Hereford Cathl,"Charles Powell, Tom Hutchinson, Sebastian Dixon, Phoenix Lester"
111,Quad Sculls Tier 3,Final,7,3,WRU,Worcester Univ,"Richard Ray, Christopher Green, George Stacey-Stevens, Anthony Surrage"
112,Coxless Fours Tier 2,Final,1,4,LDR (B),Leander Club,"Charles Waite-Roberts, Edward Gleadowe, Richard Clarke, Jamie Kirkwood"
112,Coxless Fours Tier 2,Final,2,6,ZNU (A),NUI Galway BC,"Liam Keane, Mantis Pukelis, Kevin Nevile, Richard Bennett"
112,Coxless Fours Tier 2,Final,3,5,ZCD,University Coll Dublin RC,"Joe Ronaldson, Colm O'Riada, Tiarnan Doherty, Max Murphy"
112,Coxless Fours Tier 2,Final,4,2,COX (A),Oxford City,"Simon Kerswell-Jensen, William Clarke, Matthew Jones, Malcolm Nisbet"
112,Coxless Fours Tier 2,Final,5,3,FUL,Fulham Reach,"Edward Birrell, Ross De Burgh, James Diaz-Sokoloff, Ben Bathurst"
112,Coxless Fours Tier 2,Final,6,7,CBR (A),Bristol City,"Cameron Smith, James Wadsworth, Will Japp, Edward Piercy"
113,Eights Championship,Final,1,4,TRC (A),Thames RC,"Alex Morris, Ian Hurley, Samuel Barnes, Orlando Nixon, Skye Landon, Ben Thomas, William Moorhouse, Thomas Phelps, [Cox] Vlad Saigau"
113,Eights Championship,Final,2,6,ULO (A),London Univ,"Ben Freeman, James Richards, Alex Steventon, Max Townley, Joshua Tolley, Patrick Boomer, Joshua Kent, Patrick Sullivan, [Cox] Rajaei Sharma"
113,Eights Championship,Final,3,3,WES,Westminster Sch,"Baptiste Bouvier, Mathijs Deetman, Nicholas Cowling, Jake Swann, Alexander Green, Reginald Mitchell, Henry Jones, George Middleton, [Cox] Hugh Spaughton"
113,Eights Championship,Final,4,7,ETN (B),Eton Coll,"Charles Pearson, Alexander Boardman, Francis Baring, Noah Norman, Patrick Adams, Felix Drinkall, Oscar Carr-Middleton, Max Ridgewell, [Cox] George Cozens"
113,Eights Championship,Final,5,5,WIN,Winchester Coll,"Dent Goodman, Alex Wythe, William Passmore, Hugo Durward, Oliver Le May, Milford Killian-Dawson, Tobias SchrÃ¶der, Luke Robinson, [Cox] Gabriel Cuaycong"
113,Eights Championship,Final,6,2,LRC (A),London RC,"Matthew Reeder, Dylan Wing, Todd Hale, Thomas Neeld, Tom Monaghan, Jamie Saunders, Sebastien Thomas, Lucas Vitale, [Cox] Kim Wilkinson"
114,Women's Single Sculls Tier 3,Final,1,4,LER,Leicester RC,Sophie Connolly
114,Women's Single Sculls Tier 3,Final,2,2,CAB,Cantabrigian RC,Georgina Plunkett
114,Women's Single Sculls Tier 3,Final,3,3,WAD,Wadham Coll,Stephanie Hall
114,Women's Single Sculls Tier 3,Final,4,5,UTC,Upper Thames RC,Mary Merritt-Smith
114,Women's Single Sculls Tier 3,Final,5,7,PBD,Poplar B&D,Andrea Stock
114,Women's Single Sculls Tier 3,Final,6,6,TSS,Tideway Sc Sch,Gabby Cutler
115,Women's Coxed Fours Tier 2,Final,1,4,ULO,London Univ,"Anna Collins, Holly Exton-Smith, Amber Pierce, Olivia Rogerson, [Cox] Lauren Holland"
115,Women's Coxed Fours Tier 2,Final,2,3,PTR (A),Putney Town,"Rachel Dean, Deborah Oakley, Catriona Docherty, Sophie Bluff, [Cox] Heather Longstaff"
115,Women's Coxed Fours Tier 2,Final,3,5,KCL,King's Coll Lon,"Danielle Wilcock, Molly Hackett, Amy Kilby, Stephanie Stone, [Cox] Manuela de Mendonca"
115,Women's Coxed Fours Tier 2,Final,4,2,BBL,Barnes Br LRC,"Clemmy Fontaine, Cara Cahill, Sarah Thompson, Laura Oakley, [Cox] Anna Costantini"
115,Women's Coxed Fours Tier 2,Final,5,6,UTC,Upper Thames RC,"Gabriella Halloran, Emma Peacock, Rhianna Cearns, Sally Pollok-Morris, [Cox] Zoe Thomas"
116,Coxless Fours Tier 4,Final,1,4,MAV,Maidstone Inv,"Dan Hawke, Mason Shoebridge, Jamie Waterhouse, Kaan Belton"
116,Coxless Fours Tier 4,Final,2,3,PMB,Pembroke Oxford,"Edward Rolls, Willem de Bruijn, Carl Gergs, Andrew James Saul"
116,Coxless Fours Tier 4,Final,3,5,CBR (C),Bristol City,"Charles Caton, Patrick Wright, George Verdon, Ben Trotman"
116,Coxless Fours Tier 4,Final,4,2,CFC (B),Cardiff City RC,"Shane Ahearne, Matthew Nicholls, Rhys Paul, Adrien Grubb"
116,Coxless Fours Tier 4,Final,5,6,DUB,Durham Univ,"Matthew Roe, Harry Cox, Lachie Ives, Benjamin Evans"
116,Coxless Fours Tier 4,Final,6,7,RAD,Radley Coll,"Rory Gearing, Felix Reynish, William Nelson, Felix Rawlinson"
117,Single Sculls Tier 3,Final,1,5,AGE,Agecroft RC,Matt Jenner
117,Single Sculls Tier 3,Final,2,3,AGE,Agecroft RC,Hugh Gallie
117,Single Sculls Tier 3,Final,3,4,IEL,Isle of Ely RC,George Bourne
117,Single Sculls Tier 3,Final,4,7,RDU,Reading Univ,Oliver Dix
117,Single Sculls Tier 3,Final,5,6,LBS,Loughborough Students,Alex Watkins
117,Single Sculls Tier 3,Final,6,2,GLU,Glasgow Univ,Matthew Mole
118,Single Sculls Tier 5,Final,1,5,DUB,Durham Univ,Montague Norman
118,Single Sculls Tier 5,Final,2,4,GRF,Greenbank,Timothy Wilkinson
118,Single Sculls Tier 5,Final,3,3,NWK,Newark RC,Oliver Saunders
118,Single Sculls Tier 5,Final,4,6,CFC,Cardiff City RC,George Cowley
118,Single Sculls Tier 5,Final,5,2,GRO,Grosvenor RC,Connor Weaver
118,Single Sculls Tier 5,Final,6,7,DUB,Durham Univ,Ryan Todhunter
150,Single Sculls Championship,Heat 1,1,5,MBC,Molesey BC,Dave Bell
150,Single Sculls Championship,Heat 1,2,3,ZSN,Shandon BC,Dan Begley
150,Single Sculls Championship,Heat 1,3,2,ZSN,Shandon BC,Ronan Byrne
150,Single Sculls Championship,Heat 1,4,6,TSS,Tideway Sc Sch,James Dunley
150,Single Sculls Championship,Heat 1,5,4,BIR,Birmingham,Steven Byford
151,Single Sculls Championship,Heat 2,1,6,BAU,Bath Univ,Nick Bell
151,Single Sculls Championship,Heat 2,2,4,ZDJ,Castleconnell Boat Club,Fionnan Crowley
151,Single Sculls Championship,Heat 2,3,5,ARM,Army RC,Stephen Cox
151,Single Sculls Championship,Heat 2,4,2,QBC,Quintin BC,Jonathan Brown
152,Women's Single Sculls Championship,Heat 1,2,3,ZKG,Killorglin Rowing Club,Monika Dukarska
152,Women's Single Sculls Championship,Heat 1,2,1,DUB,Durham Univ,Rosalind Wilson
152,Women's Single Sculls Championship,Heat 1,3,5,LEE,Leeds RC,Georgina Brayshaw
152,Women's Single Sculls Championship,Heat 1,4,4,IMP,Imperial Coll,Pippa Whittaker
152,Women's Single Sculls Championship,Heat 1,5,2,ZNU,NUI Galway BC,Marie Pigott
153,Women's Single Sculls Championship,Heat 2,1,1,BAU,Bath Univ,Steph Clutterbuck
153,Women's Single Sculls Championship,Heat 2,2,2,ULO,London Univ,Robyn Hart-Winks
153,Women's Single Sculls Championship,Heat 2,3,4,ZCD,University Coll Dublin RC,Aileen Crowley
153,Women's Single Sculls Championship,Heat 2,4,5,RDG,Reading RC,Laura Meridew
153,Women's Single Sculls Championship,Heat 2,5,3,ZFS,Skibereen RC,Orla Hayes
